Indicator,SurveyYear,CountryName,AGEGROUP (DISPLAY),SEX (DISPLAY),CHILDCAUSE (DISPLAY),Value
Stillbirth rate (per 1000 total births),2008,Gabon,,Both sexes,,16.83396
Stillbirth rate (per 1000 total births),2015,Gabon,,Both sexes,,15.23717
Stillbirth rate (per 1000 total births),2017,Gabon,,Both sexes,,14.8333
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1990,Gabon,,Female,,17.80327
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2020,Gabon,,Female,,11.25416
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1990,Gabon,,Male,,18.57404
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1992,Gabon,,Male,,18.37118
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1997,Gabon,,Male,,17.93254
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1999,Gabon,,Male,,17.75885
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2006,Gabon,,Male,,17.02107
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2008,Gabon,,Male,,16.62867
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2013,Gabon,,Male,,14.97683
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2015,Gabon,,Male,,14.26073
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2017,Gabon,,Male,,13.60985
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2006,Gabon,,Both sexes,,16.61039
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2008,Gabon,,Both sexes,,16.2203
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2010,Gabon,,Both sexes,,15.61518
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2015,Gabon,,Both sexes,,13.71545
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2017,Gabon,,Both sexes,,13.00943
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1990,Gabon,,Both sexes,,18.18919
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1992,Gabon,,Both sexes,,17.97257
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1999,Gabon,,Both sexes,,17.3497
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2001,Gabon,,Both sexes,,17.16518
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2013,Gabon,,Female,,6.16158
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2020,Gabon,,Female,,4.74029
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1990,Gabon,,Male,,10.8834
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1995,Gabon,,Male,,10.24822
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1997,Gabon,,Male,,9.98847
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1995,Gabon,,Female,,9.40486
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1997,Gabon,,Female,,9.17034
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2002,Gabon,,Female,,8.41018
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2004,Gabon,,Female,,8.04209
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2011,Gabon,,Female,,6.63509
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2020,Gabon,,Male,,5.80747
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1990,Gabon,,Both sexes,,10.49567
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1997,Gabon,,Both sexes,,9.57979
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1999,Gabon,,Both sexes,,9.29572
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2006,Gabon,,Both sexes,,8.08078
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2008,Gabon,,Both sexes,,7.71294
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2004,Gabon,,Male,,8.83676
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2006,Gabon,,Male,,8.4835
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2013,Gabon,,Male,,7.09452
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2015,Gabon,,Male,,6.69667
Number of deaths among children under-five,1981,Gabon,,Female,,1499
Number of deaths among children under-five,1988,Gabon,,Female,,1502
Number of deaths among children under-five,1990,Gabon,,Female,,1509
Number of deaths among children under-five,1997,Gabon,,Female,,1564
Number of deaths among children under-five,1999,Gabon,,Female,,1580
Number of deaths among children under-five,2004,Gabon,,Female,,1559
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2013,Gabon,,Both sexes,,6.6293
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2015,Gabon,,Both sexes,,6.21392
Number of deaths among children under-five,2006,Gabon,,Female,,1540
Number of deaths among children under-five,2008,Gabon,,Female,,1512
Number of deaths among children under-five,2013,Gabon,,Female,,1429
Number of deaths among children under-five,2015,Gabon,,Female,,1381
Number of deaths among children under-five,1974,Gabon,,Male,,1740
Number of deaths among children under-five,1976,Gabon,,Male,,1744
Number of deaths among children under-five,1981,Gabon,,Male,,1761
Number of deaths among children under-five,1983,Gabon,,Male,,1767
Number of deaths among children under-five,1985,Gabon,,Male,,1767
Number of deaths among children under-five,1990,Gabon,,Male,,1799
Number of deaths among children under-five,1992,Gabon,,Male,,1823
Number of deaths among children under-five,1999,Gabon,,Male,,1883
Number of deaths among children under-five,1974,Gabon,,Female,,1506
Number of deaths among children under-five,1979,Gabon,,Female,,1498
Number of deaths among children under-five,2001,Gabon,,Male,,1887
Number of deaths among children under-five,2017,Gabon,,Male,,1616
Number of deaths among children under-five,1976,Gabon,,Both sexes,,3246
Number of deaths among children under-five,1978,Gabon,,Both sexes,,3253
Number of deaths among children under-five,1985,Gabon,,Both sexes,,3261
Number of deaths among children under-five,1987,Gabon,,Both sexes,,3273
Number of deaths among children under-five,1992,Gabon,,Both sexes,,3348
Number of deaths among children under-five,1994,Gabon,,Both sexes,,3391
Number of deaths among children under-five,2008,Gabon,,Male,,1822
Number of deaths among children under-five,2010,Gabon,,Male,,1813
Number of deaths among children under-five,2015,Gabon,,Male,,1705
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1979,Gabon,,Both sexes,,34.66631
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1981,Gabon,,Both sexes,,33.71509
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1988,Gabon,,Both sexes,,31.37742
Number of deaths among children under-five,2017,Gabon,,Both sexes,,2917
Number of deaths among children under-five,2019,Gabon,,Both sexes,,2726
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1990,Gabon,,Both sexes,,30.95996
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1995,Gabon,,Both sexes,,29.36303
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1997,Gabon,,Both sexes,,28.63439
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2004,Gabon,,Both sexes,,26.47396
Number of deaths among children under-five,2001,Gabon,,Both sexes,,3470
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2006,Gabon,,Both sexes,,25.76592
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2013,Gabon,,Both sexes,,22.71908
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2015,Gabon,,Both sexes,,21.86291
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2020,Gabon,,Both sexes,,19.49061
Number of deaths among children under-five,2003,Gabon,,Both sexes,,3440
Number of deaths among children under-five,2010,Gabon,,Both sexes,,3304
Number of deaths among children under-five,2012,Gabon,,Both sexes,,3254
Number of infant deaths (between birth and 11 months),2014,Gabon,,Female,,970
Number of infant deaths (between birth and 11 months),1971,Gabon,,Female,,912
Number of infant deaths (between birth and 11 months),1973,Gabon,,Female,,919
Number of infant deaths (between birth and 11 months),1978,Gabon,,Female,,928
Number of infant deaths (between birth and 11 months),1980,Gabon,,Female,,932
Number of infant deaths (between birth and 11 months),1987,Gabon,,Female,,946
Number of infant deaths (between birth and 11 months),2003,Gabon,,Female,,975
Number of infant deaths (between birth and 11 months),2005,Gabon,,Female,,973
Number of infant deaths (between birth and 11 months),2012,Gabon,,Female,,994
Number of infant deaths (between birth and 11 months),1989,Gabon,,Female,,953
Number of infant deaths (between birth and 11 months),1996,Gabon,,Female,,962
Number of infant deaths (between birth and 11 months),1998,Gabon,,Female,,972
Number of infant deaths (between birth and 11 months),2012,Gabon,,Male,,1283
Number of infant deaths (between birth and 11 months),2021,Gabon,,Female,,807
Number of infant deaths (between birth and 11 months),2019,Gabon,,Male,,1112
Number of infant deaths (between birth and 11 months),2021,Gabon,,Male,,1048
Number of infant deaths (between birth and 11 months),1974,Gabon,,Both sexes,,2056
Number of infant deaths (between birth and 11 months),1976,Gabon,,Both sexes,,2072
Number of infant deaths (between birth and 11 months),1978,Gabon,,Both sexes,,2096
Number of infant deaths (between birth and 11 months),1983,Gabon,,Both sexes,,2138
Number of infant deaths (between birth and 11 months),1985,Gabon,,Both sexes,,2141
Number of infant deaths (between birth and 11 months),1971,Gabon,,Male,,1124
Number of infant deaths (between birth and 11 months),1976,Gabon,,Male,,1151
Number of infant deaths (between birth and 11 months),1978,Gabon,,Male,,1168
Number of infant deaths (between birth and 11 months),1980,Gabon,,Male,,1178
Number of infant deaths (between birth and 11 months),1985,Gabon,,Male,,1201
Number of infant deaths (between birth and 11 months),1987,Gabon,,Male,,1213
Number of infant deaths (between birth and 11 months),1994,Gabon,,Male,,1254
Number of infant deaths (between birth and 11 months),1996,Gabon,,Male,,1250
Number of infant deaths (between birth and 11 months),2001,Gabon,,Male,,1263
Number of infant deaths (between birth and 11 months),2003,Gabon,,Male,,1259
Number of infant deaths (between birth and 11 months),2005,Gabon,,Male,,1254
Number of infant deaths (between birth and 11 months),2010,Gabon,,Male,,1285
Number of infant deaths (between birth and 11 months),2008,Gabon,,Both sexes,,2235
Number of deaths among children ages 5 to 9 years,2009,Gabon,,Female,,144
Number of deaths among children ages 5 to 9 years,2011,Gabon,,Female,,143
Number of deaths among children ages 5 to 9 years,2018,Gabon,,Female,,139
Number of deaths among children ages 5 to 9 years,2020,Gabon,,Female,,136
Number of deaths among children ages 5 to 9 years,1995,Gabon,,Male,,164
Number of deaths among children ages 5 to 9 years,1997,Gabon,,Male,,166
Number of deaths among children ages 5 to 9 years,2002,Gabon,,Male,,164
Number of deaths among children ages 5 to 9 years,2004,Gabon,,Male,,162
Number of deaths among children ages 5 to 9 years,2011,Gabon,,Male,,162
Number of deaths among children ages 5 to 9 years,2013,Gabon,,Male,,163
Number of deaths among children ages 5 to 9 years,2020,Gabon,,Male,,168
Number of deaths among children ages 5 to 9 years,1990,Gabon,,Both sexes,,293
Number of deaths among children ages 5 to 9 years,1995,Gabon,,Both sexes,,314
Number of deaths among children ages 5 to 9 years,1997,Gabon,,Both sexes,,319
Number of deaths among children ages 5 to 9 years,2004,Gabon,,Both sexes,,309
Number of deaths among children ages 5 to 9 years,2006,Gabon,,Both sexes,,307
Number of deaths among children ages 5 to 9 years,2013,Gabon,,Both sexes,,303
Number of deaths among children ages 5 to 9 years,2015,Gabon,,Both sexes,,305
Number of deaths among children ages 5 to 9 years,2020,Gabon,,Both sexes,,304
Number of deaths among children ages 10 to 14 years,1991,Gabon,,Female,,94
Number of deaths among children ages 10 to 14 years,1993,Gabon,,Female,,102
Number of deaths among children ages 10 to 14 years,2000,Gabon,,Female,,129
Number of deaths among children ages 10 to 14 years,2002,Gabon,,Female,,138
Number of deaths among children ages 10 to 14 years,2007,Gabon,,Female,,153
Number of deaths among children ages 10 to 14 years,2009,Gabon,,Female,,155
Number of deaths among children ages 10 to 14 years,2016,Gabon,,Female,,158
Number of deaths among children ages 10 to 14 years,2018,Gabon,,Female,,159
Number of deaths among children ages 10 to 14 years,1993,Gabon,,Male,,102
Number of deaths among children ages 10 to 14 years,1995,Gabon,,Male,,110
Number of deaths among children ages 10 to 14 years,2000,Gabon,,Male,,131
Number of deaths among children ages 10 to 14 years,2002,Gabon,,Male,,138
Number of deaths among children ages 10 to 14 years,2004,Gabon,,Male,,146
Number of infant deaths (between birth and 11 months),2010,Gabon,,Both sexes,,2281
Number of infant deaths (between birth and 11 months),2017,Gabon,,Both sexes,,2095
Number of infant deaths (between birth and 11 months),2019,Gabon,,Both sexes,,1969
Number of neonatal deaths (0 to 27 days),1978,Gabon,,Both sexes,,951
Number of neonatal deaths (0 to 27 days),1983,Gabon,,Both sexes,,1037
Number of neonatal deaths (0 to 27 days),1985,Gabon,,Both sexes,,1066
Number of neonatal deaths (0 to 27 days),1987,Gabon,,Both sexes,,1104
Number of neonatal deaths (0 to 27 days),1992,Gabon,,Both sexes,,1161
Number of infant deaths (between birth and 11 months),1992,Gabon,,Both sexes,,2205
Number of neonatal deaths (0 to 27 days),1994,Gabon,,Both sexes,,1156
Number of neonatal deaths (0 to 27 days),2001,Gabon,,Both sexes,,1191
Number of neonatal deaths (0 to 27 days),2003,Gabon,,Both sexes,,1212
Number of neonatal deaths (0 to 27 days),2008,Gabon,,Both sexes,,1301
Number of neonatal deaths (0 to 27 days),2010,Gabon,,Both sexes,,1363
Number of neonatal deaths (0 to 27 days),2012,Gabon,,Both sexes,,1385
